image_id,label
254c9537-f298-45f3-b434-2c77703a9330,2
c96a7e67-be24-4dcf-8b7d-cf37126ad91a,2
2f654980-ef32-408e-b50f-9eeb23a03e94,0
1d61bd19-8a4a-4abc-8f9b-4a9170b4f175,4
00495ca3-1e98-45d9-b226-c095cd4ea267,1
3a7dbd46-f996-47b7-ab22-7cc6df53e03d,0
1d8f97e7-c9ba-4b38-afbc-c99a536f5349,4
003d124a-0623-4911-a1b3-070b857aeb74,2
daddf8fc-501e-4fe2-a16d-f1c420ac019a,3
f9eec291-b6ea-496d-85c0-8c37b58770c6,2
9a50c4e4-eb81-435e-9998-2587163de93b,4
ca165097-e805-4896-b3b8-a9aa387b332b,3
6f2905e2-b577-4cc2-bef6-a589db8a29d5,2
6e3197b9-093e-45c1-8020-d13078df1eb6,0
5dc02e3c-3ee5-4d28-bb2f-fa250f2cb2ee,3
67179ac6-2016-4b2e-9406-920353e96cee,0
230739df-0eab-42ea-abbc-eff92345e686,0
8af52bd5-fc64-4e0f-988b-9f6453a05115,4
df27cfd0-e9dc-42b7-9bf0-eec41948f1a3,3
6bd58b58-5cd5-415d-a7f0-32ed3361166c,2
a99deac9-cc8f-498c-bb8e-aabc3a66613e,0
3b8b0180-2c2c-4fce-9c74-7e27650791f6,4
8a61e83f-0190-47a4-a932-f81f630efc85,0
c49bb35c-06a2-47b2-8c0b-8560428bc41a,3
4e5e42fa-67cf-4e75-83e0-882d20662cda,0
acde237a-0b39-4ecc-a52d-8431394d237e,0
e7663767-1f98-481e-9249-7fca4000600a,3
98e4f0ee-6839-4e98-9f7e-11623526a3ca,3
f9b2a510-8ec8-4ad9-a0d5-cdb67b0db258,4
c550da2c-4b78-44d7-a985-21e2319955a4,2
916c955f-d985-4c28-9474-f5b01cd9eb4d,1
87a7995b-b237-4438-ab4f-c98ae25130e0,3
042be6f4-ab29-4325-bdf7-fac59302816e,0
d4037870-2683-41b1-aba9-67dcb6cf2757,1
283d14c4-8892-46ce-ac5e-154bbf971ef7,2
770fcfe7-b527-4c31-9a62-5fda7e9a080b,3
800a4695-1527-4e37-bbd1-51d876b32582,2
779eed62-e3b9-4062-91a0-e98636af8442,2
c55317c4-7c2e-4a6c-a971-e78597487ce1,3
c005b5bd-7c3d-4229-9c92-31893354111a,2
c2834da5-3dae-4d2f-bbe0-591e8e0b2877,0
04a4a051-0d20-4818-8ba4-151f6b7c85e4,2
8dcbd35e-df2d-4140-aff5-53fe871f5d91,3
cce45415-5aab-45b1-ab4b-00ec3f2a0fab,1
766a4b17-ff80-4f51-a69b-a20c94923302,4
d5c1aaf1-7d95-4b63-a0c1-a8006d9d872a,2
cedb5dc4-0ba6-45ab-b672-da1daf6f1a22,1
679a4515-dade-4c63-bd7e-fb1a732860bb,4
9311128a-1e05-47fd-8afd-dc72188ba61e,3
b2c7f539-3112-4c62-a8ca-d2c7ec79c4b3,3
87e0bbf1-486e-4a56-82b4-992662389c45,0
2ed8e12f-3ef1-46ec-ab2a-7f6c70022e6b,3
5ba20879-4241-4535-9f7e-b1b9e5d11303,0
e0dc7cf2-71a9-4f2b-8106-a495ba1b5ea4,2
284ee65d-7732-4d0e-96ed-36ba9b32059c,1
ada39d4b-9331-41e1-9138-46ee0f4cdc45,2
d920fcc7-78fd-44d4-a434-fbf0fd191f43,1
70421ccc-8917-4587-8b6c-e230c724d57a,1
e6727d51-82c8-471a-978b-a65d3a182995,1
c696b4af-f57d-4c58-870f-d97b2468e23b,4
6a5c70c2-38a7-4faa-88ce-6240f2ab5f90,1
1c39db41-6284-414a-aa72-ccb01509f9b7,2
c107aec0-0fb0-4348-814b-35fe66501ec4,4
a70d62ba-2cc2-4ca2-a6d3-c7e800d27a26,4
a43f95b9-b94a-4791-97e5-2399bdbe25d2,0
01157ced-d8b2-48f1-9768-20d21d34a782,1
578953af-f4c5-4ce8-b1ff-96a78277281f,1
ecdde67f-7311-4baf-8bcf-ea4cb8555d73,3
53d680ae-8630-4f35-83c9-20d338e1d1fc,4
d6f547c1-6093-4cf9-bbe5-e65ef1769e85,4
d7b1cb41-16cb-4920-a8b0-1a57b70f7929,4
cb394b6e-259d-45cb-aa31-22f3e3606193,4
343251be-9ea9-4225-b36f-40a9bbf06de9,3
5813f1c2-df67-4328-b77c-67ece7e2f985,2
0e790b4e-ba0d-449a-942f-b2b0077b488e,4
92ca3369-a09d-4c9f-9c0e-5d93cd64958b,3
b7a8797a-4fec-491d-a966-e9514fed0432,4
47954a26-93f6-42fc-9f81-22cd07d051ea,2
54e1c4c8-8fe8-48aa-ba04-56bbaa6970fc,2
e9e77193-e9d9-4253-9d97-1b3d1e94c060,2
242fd7b9-ec88-4f79-a995-73f3a63010db,1
0cd4084c-819a-4e46-b4a7-aeb02a6be2b0,2
cbc6c263-74c9-4600-9ba9-a5bcae79cae2,3
e9660e45-ed7b-44be-aa8b-d24f00f7cf1f,4
3895e8d9-8aeb-499c-ab97-734eb9fd2570,3
cc04346c-2018-4196-8502-de77b9486a21,4
b49e0c47-27c3-4dce-a69c-07f51e8420b9,3
6dacf777-2d80-44c2-8329-30eca7467709,2
dee1e9da-d3bd-4b78-ae43-82433e38861b,1
2f57f92d-0bd6-4c3e-8e2e-673350dd2250,0
cba026e4-252a-48a0-8287-e544ef8226ed,3
7961e3ed-1958-4b31-b461-cfade0d3fcc2,4
08375f41-3470-43f9-bbe7-97585fa3cb33,4
475907ba-2534-404c-be6d-4ca9b268f7d5,1
c68617cc-11e9-4b32-b06f-f9541044736f,0
1d4a19b3-55df-4a94-9a6d-be762657ac3f,4
cdd01104-77c1-442c-a629-e214643b7d1e,2
93176201-8a36-4e39-bd8a-7a973c43e574,0
fb2d9b38-e1ac-4b8b-bbbc-612a1ead9ccc,4
0d5ddbbd-a218-44bd-ade2-a3217093828d,2
c96d0468-1862-4370-ad3e-dab3e1f24362,0
55708cf1-735f-4d2b-96a6-88d358b8f091,4
db39ee2b-c18e-43ea-b77b-aebbd87eb9f7,3
0614e0bd-6fc6-4f57-81f9-c2c5df515b35,2
f59e96bd-ec30-4482-b1f3-23eea27dca64,4
0a9f78f3-7d76-4773-afbd-0d036aba7c17,0
82ade45a-2607-4b81-bef8-7c26df2b2c4e,1
0beca155-d1a7-4e05-8eb5-3c444c24633a,4
44610b43-fb0d-4cfd-b627-777a10b6a54d,4
ab03734b-357f-4c94-8125-cce1d720ce9b,3
34141ca3-63b3-4777-8a6c-f8ceed7ea07d,2
01eb8bd5-f8d6-4885-900c-6a600a25d945,4
91de42e3-2ad6-4227-883b-364b272993bc,2
1a19df48-d615-4423-8d05-9b4c43fdb361,0
e05c7cef-b3ae-43f6-b7e7-ddcd6c3b6d5a,2
b5de5e52-3b4c-40be-bd73-7fd557304ea8,3
42e80219-b835-4ba1-8c66-4b90d39f7d3a,0
804a0e70-83e7-4046-8c1d-84cd77ac925e,4
288b30b1-a86a-4f57-8b6f-218850117513,2
08481bed-3199-49f6-99ef-c37ca2c5dcb5,1
c43260ca-4cbc-45ca-8fd6-1bd1efe3b399,4
2ff3b3dd-a719-4da6-90b5-ded24b53704b,2
63d572c7-e4d2-4eb8-9bdb-26d4f987741b,0
ebb9a4c3-f34c-460b-ba4c-2342b6bdaf97,2
389923d4-9817-4285-be78-31ebb9b388e6,0
1fb88657-899d-4e24-a29f-2723f3fb7327,2
16186815-0290-4505-926c-04cd9a5bdf4b,4
a38ee482-5ba8-45e6-a0aa-a8970c5ddc86,4
1bbb6c92-6dd7-4070-bbb5-99faad0e8db8,2
585e7e91-7cc0-477b-a10f-0a574cfea141,0
ebcf1e96-1a4e-4c96-88cf-aca443b1c79b,0
7e622500-cb78-422e-b03c-d057f00cf0ab,1
cdfaa62e-a7dc-4902-a2ed-64e8d9de04de,3
53831bfd-950f-4ce8-a624-519574ef402c,3
41eebdf0-4f7d-42c7-a5b1-ad9f178a970c,0
b8a152ec-f2a9-4326-8e4f-70b5faed50f5,2
9d5b9f94-23a3-47a1-b9d3-cdd1d8b1cad4,1
457803a3-89d0-4f60-8493-dd02cf76d273,2
74fa19a6-e84b-45a4-bacc-121c7ba68565,0
ef7cd54d-2d5a-4613-9dba-556fcac7bd0b,3
bdd25bd3-9e38-43eb-9a26-8f3144d07073,4
32d54ce6-c653-4ed1-b12b-3103c67dbbda,1
46bc943b-b5e5-467d-aa8e-8badfd7f3754,4
89b884c5-3d24-4fba-a343-0fda027b4d99,0
ae486c11-e861-44e2-8642-f49820dce332,1
200ca0e6-5be6-43eb-955d-b5cc72819778,0
beab1113-026b-47c8-ad75-4c2f20c5e880,0
d35a6367-8143-4aff-9207-57cde2c8d5fb,2
f311c76c-ae9c-4b5f-a298-bf4f5ed2df91,0
d90e56fa-5cb4-4ad0-8ced-8466162086e5,2
98dbf280-0431-41f8-bd88-08b4147c95fc,4
8f375069-55b7-428c-be99-ede08d49e137,3
6b8e7230-6175-4557-a359-33776209abe8,2
eb6aa596-b480-46bf-bce2-ae9e1e15139a,4
316f2d46-24c0-432b-9b2e-b620fd00d396,1
ab486cac-ac95-4265-9c7e-d68beccf560e,4
6ed90fc5-eac3-4ffd-8249-1556f61e33d9,4
9b953017-494b-4fcd-a512-e608f9fc424d,2
4e12a792-3ef4-40e7-b829-8779bc435f2f,3
55a637be-8b8c-44b0-b6a0-56d9cc9d7ddd,4
efc0f5ac-f116-4c54-b49b-c5840ea4a795,2
064e9427-92e4-4a9f-b0fd-0b039b129f5f,1
35629f88-c518-403b-944a-7ffdc8ab904e,4
a47d0c14-1946-4aa3-9132-027007fdfa60,4
c9e0c188-95b2-4ea7-af1a-9846378ffbd1,2
2f86ed1a-0d4a-43ff-aa9e-4ae9c554ec45,3
843554a5-e30b-4db1-aefb-1de21285a02f,0
4eb11007-8901-4df2-8109-5c6d9141c4ad,1
ce756f47-4a05-4bd8-8e3a-a013380761e1,1
d534e0a6-0c72-40bb-8ff5-67c2b1a2544f,4
da5c7317-1f4c-4cbc-973f-d80c446513d7,4
29753303-67a3-4794-b29a-066a6df7141b,3
cfdab75e-f080-4108-8a4f-eea809aea538,3
aecc30f1-85ce-4605-b52b-39e241e9d460,2
7b7e44c1-1fc9-4e2b-923e-2fb8312537ae,1
0f02c9d8-ec87-4c53-a252-9d6ee7acc509,3
0ae79fcb-9055-422b-82b7-c0c24d0c091d,1
c9e9749b-43d7-465d-a420-eeab9fbfc4e7,2
eb35b915-8672-4535-a6cd-5771ff756f87,2
a840b96f-7037-4e56-8408-d5d613469b53,2
a7b88655-4d03-4c5d-aa94-0e790813ce6c,1
d4f26c40-7fa4-4569-bb35-08a2b691544a,3
3a648152-e5f1-439c-8b4d-fcff4d7d05de,0
3fb52741-37b4-485b-9208-0d76d5997d40,2
d5f10018-062f-4755-ae93-ac0aa295cac5,2
230914a6-07de-4b20-b3b3-b004a695a688,2
1ee91ec6-7a74-40e3-a2c0-a16264943404,3
e58cebcd-1144-4d7b-9d8d-3155e7cae2d7,2
1743271a-6406-429c-9a52-0d610e9ad92f,2
2de9cc9a-b7f7-4e83-8c16-6574bd32b850,3
9d63b9c5-2eab-4d53-a23e-b7c0fe3cf013,2
6a03ce19-70c8-4f8a-99e3-dd8b6d67cb4b,4
bd20483f-adc2-4fb8-b4f1-873c21cfbd8e,2
ca3cc7d5-7d73-4830-9899-aa9912c06429,3
cf2484c0-7940-4008-952f-1907211ec51a,1
6ecc83dd-67c4-46b5-9f40-048ed58cc66c,4
acbb2d46-f9f9-479a-8f2a-da4369656e21,4
81a707b5-32ab-4d8d-b92e-03b5b8856d0f,4
1d74ae64-eba4-4ebb-a6d5-6d1c6c774130,4
4f1c2be4-5811-4086-b2fc-320f1f63e53b,0
64d029a8-46da-4f20-a99c-97e3c6d7eafc,0
2b2ba709-0510-44ed-810d-f062125f8f26,3
58ac7dee-126f-4e22-9ac0-13bb6d3ef682,3
46b9a65f-52c1-45b9-aca3-f94c9fb7b6b6,4
be8f18b9-281c-4304-bf21-2f2b8d2c8fe4,0
e54a5e7a-1d66-4864-be3b-d87b7bbeeacf,1
637e5298-d336-4a98-a68f-bbf06355981a,1
bb438830-8a1f-49a9-b2f9-b819ba88bc51,3
cd427f4c-a352-4bf2-b366-97c57a377d5a,0
d8455e4f-6331-4add-812c-7f7298b46641,3
e0db9778-c708-4f60-ad98-6404da49a1cb,4
da460961-1285-464d-97aa-0f6806d22e6c,2
afbde9bc-a538-444a-8349-1c57628a21e2,2
8e0f8dce-7eff-4485-9ba0-980d9c539ca1,3
ff21d745-a90a-4e60-94e8-1a32245da466,2
7a197685-0d93-4d83-813b-16a92d87d901,4
215e1a12-9b05-4372-8106-799d35b6bdb8,2
da32ad6d-aeeb-4fb0-a12e-1164502e78e3,0
42bc248f-0c05-4bce-b73e-27f49b597a26,4
caf83298-1dde-4c55-91cd-067d26705081,3
d103d211-5d2b-44c4-be5f-6f4852c1efc2,1
c7be5ac5-3cb0-4f59-b94f-27ed80e56b7e,4
352cac72-9278-486a-9cf4-5c0a4b3b6b0d,0
7ee25da6-2a41-45e6-954f-f4c96a96c6ac,3
739b4ceb-3fd6-4c12-83b6-c16143bbdd68,0
09a4afa9-1819-4b0d-b061-33588a3b8dac,4
1470ada1-ca86-4696-9b5e-7119d4828675,3
c51cd8a8-9c09-4fb2-b4d6-9659b2649c6b,4
2bc47ab8-60e5-4624-aff9-a441b437a3f3,0
1e550fa3-d0f6-4873-9f8a-9c901ac644cd,3
3cef1629-9089-4851-8863-25e76bff60b8,0
6c0fd9e9-8110-4e7a-b764-d7d7ffbad023,0
2796ce2b-56d8-4936-bf3c-5c30a5fcd4ff,4
b4096647-0a36-44f4-a9b9-3f9b953716bb,2
d535bd82-dabe-4da9-85cc-0e530ebe28e1,0
30ff633d-daee-4837-89de-d751fb7eb431,0
6d69c7aa-bb71-4591-b1bc-d20cc0262115,4
6bd54d17-113f-4a39-b865-bb76c3d7c77b,1
6e16edd9-8c70-448a-bd5f-862851b4e629,3
cc778f2a-a230-44e6-8952-fef6aca42339,3
f708a399-e20b-4c31-a41e-5fc8e65996a8,1
a36b8e43-0e13-40a2-97c1-5e55b35cd5ec,4
ae471175-f272-4cab-abfb-33fc809fbcb1,2
28d34e9f-d22a-4bdc-8923-9ff705711ae9,4
69642a84-77ab-417e-b25d-11dfed5fdf99,3
39828836-ab5c-4cf4-8f67-117d1a7dc19b,1
37457806-44c9-404e-b71d-876823d0f2b5,4
043b4e0d-7fc0-43c3-a336-738e6271f55b,1
33d773d6-fc27-4a4c-824f-0004439cff08,2
2ac7fd49-cd45-48c6-bdd4-9c80afdc77f5,1
eb47d39f-f7ad-4180-bfb3-c7d0cb9d14e3,1
7ddeec4d-22e9-4f52-b099-ab93c1713d3f,1
9765d109-5322-4218-93a3-89bb363a9abe,3
4e2c2a56-6eda-400b-bd73-6ff516e121a2,0
417d9047-d571-41ed-af25-f47685001677,0
77a34ad8-058a-4f58-8d04-85dcaa9c438a,2
ed483b26-3ad2-4677-b126-fa8579987cfd,3
0c434d6f-19d9-475b-977b-49c004baafcf,0
59f709c4-f17c-40aa-8b55-08441fbb0a39,4
aa3efd11-5d7d-4ab5-9b84-8b7a9f54729a,2
bfd0a289-6aa1-43d7-a736-65984c0ca8e3,4
faf994da-49f7-4e21-b78d-f0131201b5c6,1
d03ffc1d-6875-4218-86ba-bee0c0a1e81f,1
3c211763-747f-4776-b589-e8ae944f72b5,0
d41637d4-c2ed-49e5-8a60-3550d9bc96b8,2
f8b3171f-0b70-4c2a-8910-ea3ad36a9d8e,4
9d0e089a-1252-47bf-931b-a7ec9fa8e49b,4
0eca5402-c89a-4760-a718-5b621fadbed8,2
e9516e0a-2257-4c38-b31c-12aaaaa89b11,0
1af2bd24-1301-41c0-8979-bbeb72dcd16d,0
f5143d16-3f8f-4cca-a852-25ac9a6b4c20,3
861a0889-8c04-4594-9861-0cd1ce24b921,2
e4a903ad-92bb-4b35-bc06-471ca396fe19,4
7c9d636d-275e-4408-b6e8-144b493fbdca,1
8e30aea8-0fd3-467c-bdf4-0f5cd791d06c,2
e56c3321-71f5-4a5b-ae54-18cd55e979d5,0
f162ace9-2c5a-45cd-8371-70c5aec557a5,2
81a7d98f-41cd-46ea-aa8a-ecf8c1153d38,1
d5316c82-f0c3-4202-a699-c3fab78024c8,1
0bd8dc61-62ab-4fca-98d0-5825426f4e46,4
b56d712a-6e2b-4a00-a1ff-7ace48853182,2
f0f4e941-032d-4b42-9c1d-6540f76a2e16,1
1e0327e3-5166-4464-8eab-1dc305f9ecd6,2
db0373a4-ab5f-4c60-aea6-ff67ca4489c1,0
d98949ee-ad05-43df-b464-392c21780060,1
175ec140-8577-4168-8aa2-520407e533b3,3
30c9176e-0ea5-42d4-8fa5-f5a323503cea,4
3957f34f-9360-4473-8fa8-cd507b67ced0,3
29e27b50-9bea-4851-bf88-47a86bb04d31,4
94fb2417-013d-4095-9f0c-86c685eb9dfb,0
dfa51ed2-59dc-425e-87fc-5f959eeca17b,0
992edf0a-0074-4b45-9842-719f38801f89,4
f9854bb9-8e23-452b-ae6d-2aef1b869773,4
199d06af-ab21-4a81-b23a-3b23aa90d38b,0
232240e1-14c3-488a-91f8-08a4a8124bbb,2
2d26f86a-de7e-4cea-bce2-9d3a0107ab62,1
9306a3bb-9f5d-4596-bd6a-858a12f436c9,0
3af26c0a-1acc-42b4-bcd8-5fd6eb9f7620,0
319d67aa-c4d1-4d20-b5b3-8f42bb7c9ab7,4
d7f9f887-c053-429e-8a55-2c6f7551722f,4
1a885c0d-5bd3-44a1-869a-23b6e4566b0c,1
915baf0b-5c9f-4c05-9b59-184845898940,1
fea0f482-5c92-45af-86bb-eac2cbb16f2e,0
a216c5b8-f43c-479b-bfc6-b84c381329fd,1
62f960b2-0ec1-447d-854c-b0a04a09a07c,1
aac4fb3f-b665-41c9-b897-99fbd86fb79a,4
0972958e-a5ae-4872-a89d-50f2686c000f,4
f13c1842-e07d-47be-85ab-5e8304175cd4,1
6b1f6343-edcc-40a9-b5a5-4119820e8329,2
d567c1a4-1e83-41b1-9d6a-8004791ce921,2
d1b6ddc1-4958-4874-8046-9f662f76e6ff,3
7474b759-9ae7-4522-a43b-3bd6df62cc20,2
1743be65-cfc1-4dbb-b81a-6b7e98fc7e95,3
c2d5d5cd-f069-49c3-9eb6-e87ca695d3f5,4
55eeeffd-396e-4f44-9e1d-0d9e9a7b2c45,4
a059aa92-9bd6-4e1f-84d0-82654c443810,3
8222b8da-5d37-40a3-8d11-bf22041c6efe,1
fa570916-d37e-454f-bee9-ca88f78f84fd,4
2bbfd3f3-f28d-4484-9660-2003c49135ef,2
a93afca7-b1f3-44f5-836b-731c27fdaac5,4
b896585f-0e5a-4f27-8ac1-6a9d0af649cf,3
2b03b669-d887-4ce0-aebd-5feda4a6d9a7,4
17ab3249-aa57-4c91-9a40-22dfa814732c,2
e9de7c36-f16d-444a-ab8c-e09deb8aa9b0,1
bbee2b9e-5cb8-426a-ad13-4dff1bddb934,3
009e7b0a-2fa1-4263-9048-39fc95457ed0,0
d409bb77-1d97-4f0d-b34a-bff1a5d7785c,3
b4ae2a8d-1594-4d64-9513-b377ade67f09,3
43116f07-dc1f-49ff-9837-9ac074c36b63,0
fc235ef3-4e84-4f69-baec-2156a1f04b74,3
64a05e4f-462f-4634-87ac-7827c3ed5762,2
d10ea6b3-6b83-414f-8ba9-e4bda2cf1a2f,1
ad670c96-771a-404d-803b-9dcc8d46be8f,0
59320785-c84d-4dba-9821-675fe5367a12,4
d6b70573-e28d-42c2-ae5e-dc8f52972106,4
cdbd6ef8-b3b6-43e7-9586-83fe14a0a836,4
f74cf8f0-92e0-423d-8918-297fc3b37c29,0
83fd6f4a-9cf5-4868-9856-d1e10c03309e,1
ca10f159-01bd-46ff-9251-d7e6b19946e0,3
ba691358-984c-4954-b230-8da775ba8077,4
652bb05b-4889-4473-9439-7821050962e1,2
e92a9a17-3a78-4d90-817e-50bf74abf782,4
e06797fa-9627-4f70-9d74-8328d182bbaf,4
0acb1706-da36-4e83-b832-1efd52f4c08c,3
af5f21bc-1354-40c7-baa2-4baf6d670a08,0
b2f26c87-8f8a-454e-b7c6-c74a34c5184f,3
728a61fe-9721-4ed4-87d0-3081145675b7,1
bb5815db-0aad-472a-83cd-63d70121e33f,4
edbf1054-5e62-4636-959b-4fa552ab4043,2
371a7d60-4806-436e-8b58-12cb10de5675,2
7a16f605-114a-407c-9bc1-ed444e1c1778,0
88a9dda7-75d9-454d-b78c-7b3c9cfe6f45,0
42fcd8f0-b519-4b4b-b5c1-7ef984b6abba,0
d483b6b9-edaa-4ff1-b826-3821e0f3a2ba,4
97b957bc-63fe-4d9c-8e6f-3072456aa4ba,2
3f2f1e3f-8a12-463a-9201-da70c2615cf8,3
b4146742-09d2-42ed-9bec-f5c431544cf0,4
b18a0927-4d06-4ef0-9524-715edb2bfef7,1
3c274e49-ae4e-4e7c-955a-56f06562b8e7,0
f63b2736-3cea-4b64-9f00-5ebbe580c2de,4
